objectid,shape,classcode,cnn,f_node_cnn,f_st,nhood,oneway,st_type,streetname,t_st,zip_code,slw_st,length,extents,status,phase,install_date,agency,type,supervisor_district,data_as_of,data_loaded_at
691,"LINESTRING (-122.428959473 37.74436324, -122.428882686 37.743565342)",5,11538000,21912000,VALLEY ST,Noe Valley,B,ST,SANCHEZ ST,29TH ST,94131,1,0.05518937,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3526,"LINESTRING (-122.412197892 37.755832511, -122.41329405 37.755765915)",5,1185000,23994000,HARRISON ST,Inner Mission,B,ST,22ND ST,TREAT AVE,94110,1,0.06019815,Bryant to Chattanooga,Planned,,,MTA,,9,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
1716,"LINESTRING (-122.390573367 37.761652312, -122.390454252 37.760424346)",5,9055000,23645000,19TH ST,Potrero Hill,B,ST,MINNESOTA ST,20TH ST,94107,1,0.08494059,Mariposa to 22nd St,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,10,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
2590,"LINESTRING (-122.442015664 37.730721768, -122.444298409 37.730708221)",5,6863000,22139000,CONGO ST,Sunnyside,B,AVE,HEARST AVE,DETROIT ST,94131,1,0.12504267,Ridgewood Avenue to Baden Street,Implemented,4,07/26/2021 05:00:00 PM,MTA,Non-local access,7,08/03/2021 11:50:20 AM,01/18/2024 03:33:32 PM
3537,"LINESTRING (-122.423757188 37.75513652, -122.424289762 37.755105763)",5,1196000,25624000,AMES ST,Noe Valley,B,ST,22ND ST,FAIR OAKS ST,94110,1,0.02923964,Bryant to Chattanooga,Planned,,,MTA,,8,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
3536,"LINESTRING (-122.423181 37.755169794, -122.423757188 37.75513652)",5,1195000,25623000,GUERRERO ST,Noe Valley,B,ST,22ND ST,AMES ST,94110,1,0.03163413,Bryant to Chattanooga,Planned,,,MTA,,8,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
1658,"LINESTRING (-122.433408259 37.767461583, -122.433331905 37.76666203)",5,9608000,25982000,14TH ST,Castro/Upper Market,B,ST,NOE ST,HENRY ST,94114,1,0.05530149,Duboce to 18th St,Implemented,3,09/29/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1654,"LINESTRING (-122.433331905 37.76666203, -122.433255472 37.765861628)",5,9609000,25981000,HENRY ST,Castro/Upper Market,B,ST,NOE ST,15TH ST,94114,1,0.0553602,Duboce to 18th St,Implemented,3,09/29/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1659,"LINESTRING (-122.433255472 37.765861628, -122.433178635 37.765060652)",5,9610000,25810000,15TH ST,Castro/Upper Market,B,ST,NOE ST,BEAVER ST,94114,1,0.05540135,Duboce to 18th St,Implemented,3,09/29/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
673,"LINESTRING (-122.416707369 37.768471369, -122.416548538 37.766871472)",5,11832000,24339000,14TH ST,The Mission,B,ST,SHOTWELL ST,15TH ST,94103,1,0.11068323,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3532,"LINESTRING (-122.418747574 37.755436937, -122.419857943 37.75536573)",5,1191000,24111000,MISSION ST,Inner Mission,B,ST,22ND ST,BARTLETT ST,94110,1,0.06099917,Bryant to Chattanooga,Planned,,,MTA,,9,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
1750,"LINESTRING (-122.440472919 37.720933816, -122.440701316 37.720567746, -122.440947061 37.720184353)",5,3836000,22057000,ONEIDA AVE,Outer Mission,B,AVE,CAYUGA AVE,SUNBEAM LN,94112,1,0.05784876,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1295,"LINESTRING (-122.494938693 37.773946842, -122.496014994 37.773897578)",5,3502000,27829000,35TH AVE,Outer Richmond,B,ST,CABRILLO ST,36TH AVE,94121,1,0.05901886,23rd Ave to 45th Ave,Implemented,3,10/20/2020 05:00:00 PM,MTA,Non-local access,1,04/28/2023 02:29:50 PM,01/18/2024 03:33:32 PM
457,"LINESTRING (-122.470043747 37.786437146, -122.471114604 37.786387243)",5,8019000,27612000,11TH AVE,Inner Richmond,B,ST,LAKE ST,12TH AVE,94118,1,0.05871405,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
444,"LINESTRING (-122.4808601 37.785933963, -122.481929204 37.785884439)",5,8030000,27645000,21ST AVE,Outer Richmond,B,ST,LAKE ST,22ND AVE,94121,1,0.05861713,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
443,"LINESTRING (-122.476575148 37.786128282, -122.477644057 37.786079795)",5,8026000,27633000,17TH AVE,Inner Richmond,B,ST,LAKE ST,18TH AVE,94121,1,0.0586022,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
649,"LINESTRING (-122.48245296 37.778262885, -122.482318449 37.776399887)",5,1215000,27535000,ANZA ST,Outer Richmond,B,AVE,23RD AVE,BALBOA ST,94121,1,0.12869759,Lake to Cabrillo,Implemented,2,06/09/2020 05:00:00 PM,MTA,Non-local access,1,10/13/2020 04:05:19 PM,01/18/2024 03:33:32 PM
3844,"LINESTRING (-122.483254696 37.774485588, -122.48432594 37.774436663)",5,3491000,27516000,24TH AVE,Central Richmond,B,ST,CABRILLO ST,25TH AVE,94121,1,0.05874071,23rd Ave to 45th Ave,Implemented,3,12/05/2023 04:00:00 PM,MTA,,1,04/28/2023 02:33:11 PM,01/18/2024 03:33:32 PM
1294,"LINESTRING (-122.484225574 37.774436663, -122.485296901 37.774387725)",5,3492000,27520000,25TH AVE,Outer Richmond,B,ST,CABRILLO ST,26TH AVE,94121,1,0.05874533,23rd Ave to 45th Ave,Implemented,3,10/20/2020 05:00:00 PM,MTA,Non-local access,1,04/28/2023 02:29:50 PM,01/18/2024 03:33:32 PM
453,"LINESTRING (-122.483004748 37.785834606, -122.484079805 37.78579453)",5,8032000,27649000,23RD AVE,Outer Richmond,B,ST,LAKE ST,24TH AVE,94121,1,0.05890833,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
462,"LINESTRING (-122.440213335 37.778511464, -122.441865641 37.778299554)",5,6277000,26073000,,Western Addition,B,AVE,GOLDEN GATE AVE,,94115,1,0.09162146,Masonic to Parker,Implemented,2,06/09/2020 05:00:00 PM,MTA,Non-local access,"2, 5",04/20/2023 12:00:31 PM,01/18/2024 03:33:32 PM
2599,"LINESTRING (-122.443321055 37.777164445, -122.44350692 37.778089213)",5,8560000,26374000,MCALLISTER ST,North Panhandle,B,ST,LYON ST,GOLDEN GATE AVE,94115,1,0.06458562,Turk Street to Haight Street,Implemented,4,07/06/2021 05:00:00 PM,MTA,Non-local access,2,07/07/2021 04:22:50 PM,01/18/2024 03:33:32 PM
1616,"LINESTRING (-122.43584896 37.790501799, -122.43749516 37.790292349)",5,4113000,26636000,STEINER ST,Pacific Heights,B,ST,CLAY ST,PIERCE ST,94115,1,0.09125014,Arguello to Steiner,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,2,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1621,"LINESTRING (-122.452126437 37.788437494, -122.453768965 37.788228306)",5,4123000,26940000,LOCUST ST,Presidio Heights,B,ST,CLAY ST,SPRUCE ST,94118,1,0.0910513,Arguello to Steiner,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,2,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
646,"LINESTRING (-122.441865641 37.778299554, -122.44350692 37.778089213)",5,6278000,26359000,,Western Addition,B,AVE,GOLDEN GATE AVE,,94115,1,0.09100856,Masonic to Parker,Implemented,2,06/09/2020 05:00:00 PM,MTA,Non-local access,"2, 5",04/20/2023 12:00:31 PM,01/18/2024 03:33:32 PM
2605,"LINESTRING (-122.441997762 37.770637636, -122.442187879 37.771571038)",5,8554000,26323000,HAIGHT ST,Haight Ashbury,B,ST,LYON ST,PAGE ST,94117,1,0.06521053,Turk Street to Haight Street,Implemented,4,07/06/2021 05:00:00 PM,MTA,Non-local access,"5, 8",07/07/2021 04:22:50 PM,01/18/2024 03:33:32 PM
3849,"LINESTRING (-122.400374367 37.782644516, -122.39983345 37.782213379)",5,8588000,24586000,FOLSOM ST,Financial District South,B,ST,MABINI ST,BONIFACIO ST,94107,1,0.04196202,Harrison Street to Folsom Street,Implemented,4,12/29/1899 04:00:13 PM,,,6,05/22/2023 03:55:31 PM,01/18/2024 03:33:32 PM
680,"LINESTRING (-122.428882686 37.743565342, -122.428805595 37.742764288)",5,11539000,21910000,29TH ST,Noe Valley,B,ST,SANCHEZ ST,DAY ST,94131,1,0.05540766,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
693,"LINESTRING (-122.42965871 37.751570854, -122.429576536 37.750762019)",5,11529000,25649000,24TH ST,Noe Valley,B,ST,SANCHEZ ST,JERSEY ST,94114,1,0.05596448,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
685,"LINESTRING (-122.429576536 37.750762019, -122.429500086 37.749964502)",5,11530000,25648000,JERSEY ST,Noe Valley,B,ST,SANCHEZ ST,25TH ST,94114,1,0.05516179,23rd St to 30th St,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,8,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3546,"LINESTRING (-122.413599748 37.758961798, -122.414690031 37.758895989)",5,1051000,24036000,TREAT AVE,Inner Mission,B,ST,20TH ST,FOLSOM ST,94110,1,0.05987074,Shotwell to Potrero,Implemented,,02/28/2023 04:00:00 PM,MTA,,9,04/20/2023 11:12:17 AM,01/18/2024 03:33:32 PM
1714,"LINESTRING (-122.390698494 37.762925747, -122.390573367 37.761652312)",5,9054000,23650000,18TH ST,Potrero Hill,B,ST,MINNESOTA ST,19TH ST,94107,1,0.08809255,Mariposa to 22nd St,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,10,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1741,"LINESTRING (-122.428952612 37.731684954, -122.429766351 37.73145973)",5,3818000,52036000,MILTON ST,Outer Mission,B,AVE,CAYUGA AVE,ROUSSEAU ST,94112,1,0.04720171,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1731,"LINESTRING (-122.439764643 37.722069003, -122.440109243 37.721516702)",5,3834000,22060000,ONONDAGA AVE,Outer Mission,B,AVE,CAYUGA AVE,BALHI CT,94112,1,0.04251203,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1734,"LINESTRING (-122.438684008 37.723809325, -122.438808574 37.723601276)",5,3831000,33020000,SANTA YNEZ AVE,Outer Mission,B,AVE,CAYUGA AVE,OCEAN AVE,94112,1,0.01588853,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
1742,"LINESTRING (-122.428190092 37.73201309, -122.428346809 37.731852622, -122.428952612 37.731684954)",0,3817000,52035000,CUVIER ST,Outer Mission,B,AVE,CAYUGA AVE,MILTON ST,94112,1,0.04914596,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
2604,"LINESTRING (-122.44256485 37.773424225, -122.442754865 37.774358833)",5,8556000,26354000,FELL ST,North Panhandle,B,ST,LYON ST,HAYES ST,94117,1,0.06529172,Turk Street to Haight Street,Implemented,4,07/06/2021 05:00:00 PM,MTA,Non-local access,5,07/07/2021 04:22:50 PM,01/18/2024 03:33:32 PM
3850,"LINESTRING (-122.400268488 37.781869655, -122.39983345 37.782213379)",5,3008000,24584000,TANDANG SORA,Financial District South,B,ST,BONIFACIO ST,MABINI ST,94107,1,0.03360109,Harrison Street to Folsom Street,Implemented,4,12/29/1899 04:00:13 PM,,,6,05/22/2023 03:55:31 PM,01/18/2024 03:33:32 PM
1751,"LINESTRING (-122.440109243 37.721516702, -122.440472919 37.720933816)",5,3835000,22063000,BALHI CT,Outer Mission,B,AVE,CAYUGA AVE,ONEIDA AVE,94112,1,0.04486612,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
653,"LINESTRING (-122.483004748 37.785834606, -122.482870048 37.783979268)",5,1211000,27649000,LAKE ST,Outer Richmond,B,AVE,23RD AVE,CALIFORNIA ST,94121,1,0.12817089,Lake to Cabrillo,Implemented,2,06/09/2020 05:00:00 PM,MTA,Non-local access,1,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
652,"LINESTRING (-122.482870048 37.783979268, -122.482735197 37.782121759)",5,1212000,27647000,CALIFORNIA ST,Outer Richmond,B,AVE,23RD AVE,CLEMENT ST,94121,1,0.12832081,Lake to Cabrillo,Implemented,2,06/09/2020 05:00:00 PM,MTA,Non-local access,1,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
439,"LINESTRING (-122.467898459 37.786533455, -122.468974695 37.786482586)",5,8017000,27608000,09TH AVE,Inner Richmond,B,ST,LAKE ST,10TH AVE,94118,1,0.05901181,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
454,"LINESTRING (-122.481929204 37.785884439, -122.483004748 37.785834606)",5,8031000,27646000,22ND AVE,Outer Richmond,B,ST,LAKE ST,23RD AVE,94121,1,0.05897031,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
3548,"LINESTRING (-122.451346157 37.777090401, -122.452233766 37.776976223)",5,6286000,26458000,CHABOT TER,Lone Mountain,B,AVE,GOLDEN GATE AVE,TEMESCAL TER,94118,1,0.04922315,Masonic to Parker,Implemented,,02/28/2023 04:00:00 PM,MTA,,1,04/20/2023 12:07:52 PM,01/18/2024 03:33:32 PM
1615,"LINESTRING (-122.43749516 37.790292349, -122.439135983 37.79008145)",5,4114000,26645000,PIERCE ST,Pacific Heights,B,ST,CLAY ST,SCOTT ST,94115,1,0.09097574,Arguello to Steiner,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,2,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
1614,"LINESTRING (-122.439135983 37.79008145, -122.440805573 37.789872296)",5,4115000,26819000,SCOTT ST,Pacific Heights,B,ST,CLAY ST,DIVISADERO ST,94115,1,0.09251172,Arguello to Steiner,Implemented,3,10/05/2020 05:00:00 PM,MTA,Non-local access,2,10/13/2020 04:05:19 PM,01/18/2024 03:33:32 PM
109,"LINESTRING (-122.437234932 37.772203713, -122.438899102 37.771990424)",5,10179000,26029000,DIVISADERO ST,Haight Ashbury,B,ST,PAGE ST,BRODERICK ST,94117,1,0.0922854,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,5,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
103,"LINESTRING (-122.438899102 37.771990424, -122.44054621 37.771779098)",5,10180000,26035000,BRODERICK ST,Haight Ashbury,B,ST,PAGE ST,BAKER ST,94117,1,0.09134196,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,5,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
2612,"LINESTRING (-122.442187879 37.771571038, -122.442377977 37.772504316)",5,8555000,26325000,PAGE ST,Haight Ashbury,B,ST,LYON ST,OAK ST,94117,1,0.06520191,Turk Street to Haight Street,Implemented,4,07/06/2021 05:00:00 PM,MTA,Non-local access,5,07/07/2021 04:22:50 PM,01/18/2024 03:33:32 PM
18,"LINESTRING (-122.450407506 37.770519318, -122.452055221 37.770312752)",5,10187000,26418000,COLE ST,Haight Ashbury,B,ST,PAGE ST,SHRADER ST,94117,1,0.09132473,Stanyan to Gough,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,5,10/13/2020 04:05:19 PM,01/18/2024 03:33:32 PM
3845,"LINESTRING (-122.39983345 37.782213379, -122.399349285 37.782595912)",5,3009000,24585000,MABINI ST,Financial District South,B,ST,BONIFACIO ST,LAPU-LAPU ST,94107,1,0.03739512,Harrison Street to Folsom Street,Implemented,4,12/29/1899 04:00:13 PM,,,6,05/22/2023 03:55:31 PM,01/18/2024 03:33:32 PM
3847,"LINESTRING (-122.399802202 37.781497999, -122.398879207 37.782224235)",5,11089000,24582000,TANDANG SORA,Financial District South,B,ST,RIZAL ST,LAPU-LAPU ST,94107,1,0.07114262,Harrison Street to Folsom Street,Implemented,4,12/29/1899 04:00:13 PM,,,6,05/22/2023 03:55:31 PM,01/18/2024 03:33:32 PM
670,"LINESTRING (-122.415928746 37.760433261, -122.415779298 37.758830232)",5,11837000,24125000,19TH ST,The Mission,B,ST,SHOTWELL ST,20TH ST,94110,1,0.11085939,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
3529,"LINESTRING (-122.415473275 37.755634108, -122.416566641 37.755568278)",5,1188000,24078000,SHOTWELL ST,Inner Mission,B,ST,22ND ST,SOUTH VAN NESS AVE,94110,1,0.06004185,Bryant to Chattanooga,Planned,,,MTA,,9,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
3527,"LINESTRING (-122.41329405 37.755765915, -122.414387601 37.755699465)",5,1186000,23997000,TREAT AVE,Inner Mission,B,ST,22ND ST,FOLSOM ST,94110,1,0.0600551,Bryant to Chattanooga,Planned,,,MTA,,9,03/01/2023 02:13:09 PM,01/18/2024 03:33:32 PM
672,"LINESTRING (-122.416387523 37.765249494, -122.416227271 37.763635137)",5,11834000,24141000,16TH ST,The Mission,B,ST,SHOTWELL ST,17TH ST,94110,1,0.1116835,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:19 PM,01/18/2024 03:33:32 PM
3547,"LINESTRING (-122.414690031 37.758895989, -122.415779298 37.758830232)",5,1052000,24122000,FOLSOM ST,Inner Mission,B,ST,20TH ST,SHOTWELL ST,94110,1,0.05981505,Shotwell to Potrero,Implemented,,02/28/2023 04:00:00 PM,MTA,,9,04/20/2023 11:12:17 AM,01/18/2024 03:33:32 PM
1752,"LINESTRING (-122.436805493 37.72716839, -122.437933627 37.725094456)",5,3829000,21801000,SANTA ROSA AVE,Outer Mission,B,AVE,CAYUGA AVE,SAN JUAN AVE,94112,1,0.15581254,Naglee to Rousseau,Implemented,3,07/31/2023 05:00:00 PM,MTA,Non-local access,11,09/20/2023 03:06:06 PM,01/18/2024 03:33:32 PM
455,"LINESTRING (-122.475503914 37.786181462, -122.476575148 37.786128282)",5,8025000,27626000,16TH AVE,Inner Richmond,B,ST,LAKE ST,17TH AVE,94118,1,0.05874853,28th Avenue to Arguello Boulevard,Implemented,1,04/30/2020 05:00:00 PM,MTA,Non-local access,1,11/23/2021 04:11:01 PM,01/18/2024 03:33:32 PM
2589,"LINESTRING (-122.444298409 37.730708221, -122.446573476 37.730699251)",5,6864000,22155000,DETROIT ST,Sunnyside,B,AVE,HEARST AVE,EDNA ST,94112,1,0.12462016,Ridgewood Avenue to Baden Street,Implemented,4,07/26/2021 05:00:00 PM,MTA,Non-local access,7,08/03/2021 11:50:20 AM,01/18/2024 03:33:32 PM
668,"LINESTRING (-122.415172289 37.752439645, -122.415014331 37.750836982)",5,11842000,24064000,24TH ST,The Mission,B,ST,SHOTWELL ST,25TH ST,94110,1,0.11086952,14th St to Cesar Chavez,Implemented,2,05/19/2020 05:00:00 PM,MTA,Non-local access,9,10/13/2020 04:05:18 PM,01/18/2024 03:33:32 PM
